,author,times,average
3150,Phil Elwell ,1,0
3151,Youngmin Nam ,2,1830324
3152,Wilson Ding ,1,0
3153,Miodrag Dinic ,2,3342998
3154,Matwey V. Kornilov ,8,3320310
3155,yankejian ,8,1793246
3157,Krzysztof =?utf-8?Q?Ha=C5=82asa?= ,2,20483697
3158,Yao Yuan ,8,2625197
3159,Bill Sommerfeld ,1,0
3160,Ujjal Roy ,3,65
3161,Anthony Wong ,1,0
3162,One Thousand Gnomes ,3,2645262
3163,Dedy Lansky ,2,18500409
3164,Hamad Kadmany ,6,4698771
3166,Bernhard Walle ,3,1002968
3167,Atsushi Nemoto ,3,8001285
3169,Reilly Grant ,1,0
3170,Grégor Boirie ,3,421207
3171,Joseph McNally ,1,0
3172,Sanchayan Maity ,15,1412418
3173,Matthieu Rogez ,3,76866
3174,Wang Dongsheng ,6,3459688
3175,Huibin Hong ,1,0
3176,Dudley Du ,11,1942189
3177,Milosz Tanski ,1,0
3178,Eric Laurent ,1,0
3179,Antti Seppälä ,5,6368183
3180,Haosdent Huang ,1,0
3181,Thomas Klausner ,1,0
3182,Vinayak Menon ,1,0
3183,Christopher S. Hall ,8,10970
3184,Nimrod Andy ,3,10987351
3186,Dmitriy Baranov ,1,0
3187,Loc Ho ,20,1270622
3188,Hal Rosenstock ,5,5033606
3189,RitwikGopi ,1,0
3190,Jemma Denson ,29,894590
3192,Asai Thambi SP ,17,1409790
3194,Chaos.Chen ,1,0
3195,Yu Ning ,2,2956860
3196,GEORGE ,1,0
3197,Philippe Valembois ,2,36
3198,Marc-Antoine Perennou ,1,0
3199,Aviv Greenberg ,2,7848696
3200,Simon South ,1,0
3201,Todd E Brandt ,2,23072619
3202,Jeremy Filizetti ,1,0
3203,Frank Zago ,10,1626379
3204,Alyona Romanenko ,1,0
3205,Olaf Weber ,2,14637414
3206,Giuseppe Cavallaro ,15,1481125
3208,Avinash Repaka ,1,0
3209,Chunhao Lin ,1,0
3210,Jason Hu ,2,2887464
3211,Timo Teräs ,4,6847739
3212,Liu Xue ,2,18152235
3213,Alexander Gordeev ,11,1993581
3214,Ben Chen ,1,0
3215,Timothy Pearson ,1,0
3216,Tony Cho ,121,155727
3218,Dan Bogdan Nechita ,1,0
3219,Michael Hennerich ,3,5551971
3220,David Windsor ,1,0
3221,David Gibson ,8,3314523
3222,Jeffrey Huang ,8,1443633
3223,Haggai Eran ,32,767988
3225,jubin.john@intel.com ,2,107
3226,Mark F. Brown ,2,8865556
3227,Wesley Post ,1,0
3228,Rob Kramer ,1,0
3229,Ivan T. Ivanov ,36,760437
3230,Devesh Sharma ,16,1268790
3231,Woojung.Huh@microchip.com ,20,968567
3232,Insu Yun ,34,357782
3234,Abhilash Jindal ,8,2455014
3235,sixiao@microsoft.com ,5,6281390
3236,Naga Venkata Sai Indubhaskar Jupudi ,1,0
3237,Vittorio Alfieri ,1,0
3238,Patrik Halfar ,2,508610
3239,Kelly Zytaruk ,1,0
3240,Sushaanth Srirangapathi ,1,0
3241,Daniel Sanders ,2,21548048
3242,Shinobu Uehara ,4,7431781
3243,Linus Luessing ,5,294
3244,Bai Ping ,14,1038809
3245,Denis Carikli ,4,6312846
3246,Frank Li ,39,679404
3247,Yadan Fan ,1,0
3249,Stafford Horne ,3,1319433
3250,Avri Altman ,16,1586259
3251,Eyal Shapira ,12,2390984
3252,Marcus Meissner ,3,928295
3253,Zain Wang ,6,1659313
3254,Daniel Cashman ,6,756336
3255,MINOURA Makoto / 箕浦 真 ,1,0
3256,Krzysztof Adamski ,11,156346
3257,David Lamparter ,1,0
3258,Sebastian Parschauer ,1,0
3259,Mehmet Kayaalp ,2,105
3260,Andrew Pinski ,2,864114
3261,Miles Chen ,1,0
3262,Michel Thierry ,51,556745
3264,Maximilain Schneider ,1,0
3265,Benjamin Romer ,21,1303227
3266,Pascal Huerst ,6,5261844
3267,Anton Bondarenko ,11,693423
3268,Kevin Smith ,2,6
3269,Varadarajan Narayanan ,2,805191
3270,Jelle de Jong ,2,12910129
3271,Gabor Juhos ,4,8476469
3272,Darren Etheridge ,4,1
3273,Thomas Betker ,3,9424003
3274,Bruno Randolf ,3,1
3275,David Henningsson ,19,1391379
3276,Mike Krinkin ,5,4699203
3277,Corinna Vinschen ,4,5271361
3278,Roland Hii ,1,0
3279,Takuma Ueba ,1,0
3280,Raanan Avargil ,13,1461298
3282,Bradley Pankow ,1,0
3283,David E. Box ,2,4704484
3284,waddlesplash ,1,0
3285,Sathya Prakash M R ,1,0
3287,Sunil Shahu ,6,4012999
3288,Ola Olsson ,8,1393915
3289,Jeremy Kerr ,8,3262479
3290,Andreas Irestål ,5,402269
3291,Sergei Ianovich ,1,0
3294,Tomas Henzl ,10,2699597
3295,Suganath Prabu Subramani ,1,0
3296,Jose Castillo ,1,0
3298,Bernie Harris ,2,2155512
3299,Koen Zandberg ,1,0
3300,J.J. Meijer ,1,0
3301,ldewangan ,1,0
3302,Clément Vuchener ,2,12592389
3303,Takuya Yoshikawa ,19,624954
3304,Benoit Parrot ,9,2385651
3305,Simon Appleby ,1,0
3306,Hou Pengyang ,5,6032975
3307,Chris Park ,37,614764
3308,Ray Bellis ,1,0
3309,David Brown ,2,480676
3310,Sai Praneeth ,6,2071488
3311,Peter Korsgaard ,1,0
3312,Ken Kawasaki ,2,453750
3313,"Karicheri, Muralidharan ",13,1555028
3314,Robert Shearman ,15,1246003
3315,Gerhard Uttenthaler ,1,0
3316,Victor Dodon ,1,0
3317,Dave Penkler ,6,298413
3318,Lisa Du ,1,0
3320,Hemmo Nieminen ,2,1106763
3321,Andrew Bradford ,2,759775
3323,Thaissa Falbo ,6,3
3324,Fu Yong Quah ,1,0
3325,Shalin Mehta ,1,0
3328,Lucas Tanure ,4,923686
3329,Leif Liddy ,1,0
3330,Simon Guinot ,17,1269077
3331,Harald Hoyer ,1,0
3332,Wouter van Kesteren ,1,0
3333,Rainer Weikusat ,10,849337
3334,Padmanabh Ratnakar ,6,4942246
3335,Takashi Saito ,1,0
3336,Wu-Cheng Li ,2,1
3337,Pandi Kumar Maharajan ,1,0
3338,John Underwood ,1,0
3339,Gao Pan ,8,1458660
3340,Josh Cartwright ,5,5967882
3341,Felipe Franciosi ,1,0
3342,David Wragg ,4,240144
3343,Lior Amsalem ,7,3643727
3344,Juerg Haefliger ,1,0
3345,Uma Shankar ,1,0
3346,Alexandra Yates ,10,1489652
3347,Anatolij Gustschin ,1,0
3348,Andrey Skvortsov ,3,12438726
3349,Xu Jianqun ,1,0
3350,Byongho Lee ,9,2082607
3351,Ryo Kataoka ,4,8558913
3352,Tom Rini ,1,0
3353,Mahesh Khanwalkar ,1,0
3354,"Lendacky, Thomas ",31,800761
3355,Anjali Singhai ,5,3060390
3356,"Tang, Jianqiang ",1,0
3357,Pandi Maharajan ,1,0
3359,Graeme Gregory ,3,11575487
3361,José Bollo ,2,11216591
3362,Andrey Smetanin ,44,458195
3363,Kevin Cernekee ,10,2766726
3364,Jason Andryuk ,1,0
3365,Kirill Tkhai ,3,6734624
3366,Shota Suzuki ,3,7824863
3367,Stephan Olbrich ,4,159266
3368,Ben Widawsky ,9,3318086
3369,Leslie Lau ,1,0
3370,Manuel Pégourié-Gonnard ,6,768042
3371,Bogdan Sikora ,1,0
3372,Denis Kirjanov ,7,1956720
3373,Jonathan Tinkham ,3,24
3374,Tomás Tormo ,1,0
3375,Joseph Bisch ,1,0
3376,Rakhi Sharma ,3,296882
3377,Niranjan Dighe ,5,5610413
3378,Lijun Pan ,3,4757514
3379,Sebastian Hesselbarth ,11,2464115
3380,Michael McConville ,1,0
3381,Pau Pajuel ,1,0
3382,Harry Wentland ,7,1471868
3383,Liguo Zhang ,4,3225234
3384,Abhay Kumar ,1,0
3385,Emil Goode ,1,0
3386,Ryan Ware ,1,0
3387,Riley Andrews ,1,0
3388,Haneen Mohammed ,3,90520
3389,Aybuke Ozdemir ,13,955857
3390,Daniel Chromik ,1,0
3391,Thanneeru Srinivasulu ,5,4242268
3392,Suman Tripathi ,12,2175390
3393,Tycho Andersen ,4,6072009
3394,Louis Yu ,2,1442415
3395,andrew-ct.chen@mediatek.com ,1,0
3396,Bayi Cheng ,4,2637351
3397,saurabh ,4,2275071
3398,Daniele Ceraolo Spurio ,1,0
3399,James Chao ,1,0
3400,Eric Yang ,3,2202497
3401,David Rokhvarg ,3,2202338
3402,Peter Loeffler ,1,0
3403,Chris Paterson ,1,0
3404,Enrico Jorns ,2,11559298
3405,David Jander ,5,6041241
3406,Jean Sacren ,19,1354173
3407,Gabriel Feceoru ,1,0
3408,Jerry Snitselaar ,3,11804807
3409,Codarren Velvindron ,1,0
3410,Stephane Gasparini ,1,0
3411,Feng Wu ,29,820614
3412,Nathan Rossi ,1,0
3413,Tiago Vignatti ,3,3470
3414,Mario Lange ,1,0
3415,Sandeep Pillai ,1,0
3416,Addy Ke ,4,5065111
3417,Boojin Kim ,1,0
3418,Marc Andre ,2,94
3419,Andreas Schwab ,3,5751060
3420,Ariel D'Alessandro ,16,1546225
3421,Matthias Lange ,1,0
3422,Jiaxing Wang ,4,2807353
3423,Kamal Mostafa ,4,2524518
3424,Anjali Menon ,9,1599698
3425,Saatvik Arya ,2,2336
3426,Benoit Hiller ,1,0
3427,SirnamSwetha ,4,163
3428,Amadeusz Pawlik ,1,0
3429,Christian Colic ,8,122067
3430,Sean MacLennan ,1,0
3431,Byeoungwook Kim ,1,0
3432,Yannik Schmidt ,1,0
3433,Gavin Thomas Claugus ,3,4920843
3434,Mauro Dreissig ,1,0
3435,Michael Hornung ,7,2753128
3436,Daniil Leshchev ,1,0
3437,Anatoly Stepanov ,12,1634495
3438,Jiading Gai ,1,0
3440,Ben Gilbert ,1,0
3441,Nizam Haider ,13,1969767
3442,J. German Rivera ,36,325931
3443,Gavin O'Leary ,4,2418076
3445,maomao xu ,1,0
3446,Sergey Lysanov ,1,0
3447,Alexey Tulia ,2,293
3448,Chris Elliott ,1,0
3449,Matej Vasek ,1,0
3450,Othmar Pasteka ,2,6919162
3452,Spencer E. Olson ,9,21
3453,Rohit kumar ,2,11116375
3454,Bopamo Osaisai ,1,0
3455,Rajmal Menariya ,1,0
3456,Colin Cross ,3,11766213
3457,Rom Lemarchand ,1,0
3458,Hugo Camboulive ,6,2190286
3459,Glen Lee ,236,54416
3460,CHANG FU CHIAO ,2,17828384
3461,Jakob Østergaard Jensen ,1,0
3462,Herton R. Krzesinski ,6,4455303
3463,Melchior FRANZ ,1,0
3464,Aya Mahfouz ,12,653063
3467,Paul Mcquade ,3,38
3468,Jeremy McNicoll ,2,762587
3469,Jeffy Chen ,9,641431
3470,Jaeden Amero ,4,7025792
3471,Frederik Völkel ,6,952291
3472,Kevin Wern ,1,0
3473,Swapnil Nagle ,2,17043896
3474,"Gujulan Elango, Hari Prasath (H.) ",14,1875482
3475,Nachiket Kukade ,2,11844528
3476,tom.leiming@gmail.com ,4,1109217
3477,Kim Jones ,1,0
3478,"Wang, Rui Y ",7,1140134
3479,Damien Horsley ,2,37
3480,Marcin Ślusarz ,1,0
3481,Vishnu Patekar ,12,1947601
3482,Hersen Wu ,1,0
3483,Michael Lange ,1,0
3484,Manish Jaggi ,1,0
3485,Zidan Wang ,34,700959
3486,Carol L Soto ,9,2650014
3487,Greg Bowers ,4,3406955
3488,Sushuruth Sadagopan ,1,0
3489,Jianqiang Tang ,1,0
3490,Seth Jennings ,6,2279374
3491,Robert Elliott ,22,1019017
3492,Môshe van der Sterre ,1,0
3493,Remi Pommarel ,4,1148866
3494,Mark Kuo ,2,2
3495,zengtao ,1,0
3496,Max Stepanov ,1,0
3497,Rodrigo Freire ,2,1521570
3498,Hubert Tarasiuk ,1,0
3499,Ernst Martin Witte ,5,33
3500,Torbjörn Jansson ,1,0
3501,Stefan Pöschel ,1,0
3502,Andrei Koshkosh ,1,0
3503,Mats Randgaard ,4,5727668
3504,Jean-Baptiste Theou ,3,9374690
3505,Nikola Forró ,2,11508651
3506,"Wu, Xia ",1,0
3507,wim.coekaerts@oracle.com ,1,0
3508,Sandeep Tripathy ,1,0
3509,Alexander Koch ,3,17
3510,Ken-ichirou MATSUZAWA ,14,1058217
3511,Jörg Thalheim ,1,0
3512,Lev Lybin ,1,0
3513,Jurgen Kramer ,5,3483072
3514,ZhengShunQian ,9,1263749
3515,W. Trevor King ,1,0
3516,chunfan chen ,9,1823743
3517,Uri Mashiach ,13,711230
3518,Alex Bennée ,13,1626840
3519,Francisco Jerez ,11,1968702
3520,Jeff Becker ,3,6616150
3521,Willy Tarreau ,2,798301
3522,Ricardo Ruedas ,1,0
3523,Daniel H. Hemmingsen ,2,3305665
3524,Malcolm Crossley ,2,10566317
3525,Damien.Horsley ,20,705733
3526,Edwin Velds ,1,0
3527,Thomas Abraham ,13,1595763
3528,Peter Hung ,6,3066068
3529,Jean-Christophe Dubois ,1,0
3530,Gioh Kim ,3,8505038
3531,Oreste Salerno ,4,1
3532,Gautham R Shenoy ,1,0
3533,Anders Roxell ,4,7295621
3534,M'boumba Cedric Madianga ,5,1568033
3535,Dmitry Lifshitz ,25,198150
3536,Mohamed Jamsheeth Hajanajubudeen ,1,0
3537,Andiii ,1,0
3538,dcg ,1,0
3539,Martin Wilck ,4,2247490
3540,Markus Trippelsdorf ,3,1158
3541,Alexander Tsoy ,1,0
3542,Yanbo Li ,7,4206410
3543,Anatoly Pugachev ,2,2
3544,dann frazier ,2,19070043
3545,Sachin Kulkarni ,1,0
3546,Martin Michlmayr ,1,0
3547,Guillaume Fougnies ,1,0
3548,Paweł Jarosz ,3,104
3549,Shikha Jain ,1,0
3550,Danesh Petigara ,4,494252
3551,Thomas Gardner ,1,0
3552,Martin Roth ,2,3438866
3553,Thomas Egerer ,2,14457847
3554,Raphael Assenat ,2,23608738
3555,Benjamin Larsson ,1,0
3556,"Cabiddu, Giovanni ",1,0
3557,"Atta, Ahsan ",1,0
3559,Nicolas Sugino ,2,10519335
3560,zhangqing ,7,141669
3561,Patrick Boettcher ,9,2719116
3562,Eduard Gavin ,1,0
3563,Joseph Marrero ,2,4558787
3564,John Ernberg ,1,0
3565,Yoshihiko Mori ,1,0
3566,Josh Wu ,34,677823
3567,"Lad, Prabhakar ",7,3717248
3568,Peter Dedecker ,1,0
3569,Vasant Hegde ,5,3410281
3570,Tim Gardner ,4,4994700
3571,Jie Yang ,25,980505
3572,Rahul Pathak ,3,1675888
3573,Thorsten Leemhuis ,1,0
3574,Hakjoo Kim ,2,6042132
3575,Lukasz Duda ,2,14319768
3576,Stuart Henderson ,2,3
3577,Gavin Guo ,2,18273684
3578,Tariq Saeed ,3,6007385
3580,Alan Modra ,1,0
3581,Manfred Rudigier ,1,0
3582,Bongkyu Kim ,1,0
3583,Namjae Jeon ,5,4877313
3584,Junil Lee ,1,0
3585,Tim Sander ,1,0
3586,Weng Xuetian ,1,0
3587,Yevgeny Pats ,1,0
3588,Matthew Garrett ,4,7401717
3589,Vinit Agnihotri ,1,0
3590,Dominik Dingel ,18,1054423
3591,Raghavendra K T ,7,2032133
3593,huangdaode ,12,938670
3594,Doron Tsur ,4,2707843
3595,Vasily Kulikov ,3,5527450
3596,Jianqun xu ,2,3862177
3597,Martijn Coenen ,1,0
3598,Jordan Hargrave ,2,11328904
3599,Kyeongdon Kim ,1,0
3600,Tsutomu Itoh ,2,11835535
3601,Jiang Liu ,163,141847
3602,Nathan Zimmer ,2,17097354
3603,John Haxby ,2,9108232
3604,Norton.Zhu ,3,5702584
3605,Liu Jiang ,2,3781734
3606,Arnd Hannemann ,1,0
3607,Jamie Bainbridge ,1,0
3608,Svetlin Ankov ,1,0
3609,CQ Tang ,1,0
3610,Ulrich Weigand ,2,84
3611,Matti Vaittinen ,1,0
3612,Javier Gonzalez ,3,2289238
3614,Karl Heiss ,3,4526760
3615,Enrico Scholz ,1,0
3616,Rafael Lourenço de Lima Chehab ,2,18571144
3617,willy tarreau ,1,0
3618,Anton Ivanov ,4,1870699
3619,DengChao ,5,565192
3620,Roosen Henri ,1,0
3621,"Boyer, Wayne ",1,0
3622,Ryan C. Underwood ,1,0
3623,Anil Veliyankara Madam ,1,0
3624,Carlos Falgueras García ,1,0
3625,Vasu Dev ,4,6481484
3626,Ilya Ledvich ,10,369907
3627,Dilip Kumar Uppugandla ,2,11571952
3628,Alexei Potashnik ,10,1603453
3629,Qiu Peiyang ,2,261214
3630,Yuan Sun ,8,1295356
3631,Alex Smith ,21,1087980
3632,wanghaibin ,1,0
3633,Marcus Weseloh ,3,2215839
3634,Timo Sigurdsson ,9,2009012
3635,Sam Tygier ,1,0
3636,Alexandru Moise ,13,560707
3637,Fengwei Yin ,2,2
3638,Pawel Kulakowski ,1,0
3639,Manoj Kumar ,9,742508
3640,Christophe Vu-Brugier ,4,6355164
3641,Jamie Pocas ,1,0
3642,Christoph Biedl ,2,3646077
3643,Wilfried Weissmann ,1,0
3644,Chin-Ran Lo ,3,81339
3645,Vince Weaver ,1,0
3646,Roman Gushchin ,4,1930490
3647,Sanyog Kale ,1,0
3648,Grant Likely ,3,5743521
3649,Jorge Fernandez Monteagudo ,1,0
3650,Adrien Schildknecht ,6,2506155
3651,Jack Yu ,1,0
3653,Pierre-Loup A. Griffais ,4,5642696
3654,Jens Wiklander ,4,96
3655,Ouyang Zhaowei (Charles) ,1,0
3656,Edward Cragg ,1,0
3657,Ingi Kim ,8,2758893
3658,Markus Hofstaetter ,1,0
3659,Masatake YAMATO ,2,15381368
3660,Brad Campbell ,1,0
3661,Aurélien Francillon ,1,0
3662,Christophe Le Roy ,1,0
3663,Sifan Naeem ,17,1048896
3664,Pi-Cheng Chen ,8,1510966
3665,Leilk Liu ,27,532327
3666,Bhupesh Sharma ,14,457273
3667,Shahar Patury ,1,0
3668,Gabriel de Perthuis ,3,3349910
3669,Zheng Liu ,4,5035697
3670,Daniel J Blueman ,6,1709202
3671,Avinash Patil ,25,846315
3672,Zhaoyang Liu ,18,1194679
3673,Gary Wang ,5,2673398
3674,William Dauchy ,1,0
3675,Ani Sinha ,2,4937526
3676,Shikha Singh ,4,2
3677,chengang@emindsoft.com.cn ,1,0
3678,Kailang ,1,0
3679,Amy Wiles ,2,6349625
3680,Guo Zeng ,13,1597929
3681,"Mingarelli, Thomas ",1,0
3682,Oliver Freyermuth ,1,0
3683,David Christensen ,1,0
3684,Denis Turischev ,1,0
3685,Wim de With ,2,18143226
3686,Pravin B Shelar ,27,456296
3687,Nikesh Oswal ,3,5491260
3688,Vijay Kumar ,1,0
3689,Rob Gardner ,6,2398211
3690,Hongtao Jia ,5,1467669
3691,Tomáš Pilař ,1,0
3692,Chuyu Hu ,1,0
3693,Abel Vesa ,1,0
3695,Leilei Zhao ,2,19921968
3696,Wengang Wang ,6,3518652
3697,li pengbo ,1,0
3698,Daniel Walker ,1,0
3699,Harninder Rai ,2,1
3700,Vijay Pandurangan ,1,0
3701,Mingkai Hu ,2,2
3702,Yunzhi Li ,4,6884740
3703,Gregory Herrero ,49,426415
3704,Andrew Honig ,1,0
3706,Sean Cross ,2,1
3707,Shengjiu Wang ,12,1319713
3708,Andrzej Zaborowski ,5,754841
3709,Afzal Mohammed ,2,151063
3710,Wenkai Du ,1,0
3711,yangbo lu ,7,818120
3712,Punit Vara ,17,496995
3714,Jitendra Kumar Khasdev ,2,518
3715,Ranjith Thangavel ,4,1
3716,Erik E. Kahn ,1,0
3717,Yash Shah ,3,6042786
3718,Andrea Lowe ,1,0
3719,Joel Rosenzweig ,1,0
3720,Qiang Yu ,1,0
3721,Jammy Zhou ,46,385652
3722,David Woods ,1,0
3724,Luka Karinja ,1,0
3725,Julius Werner ,1,0
3726,Darren Hart ,9,2241789
3727,Yang Yingliang ,3,3416661
3728,Sebastien Guiriec ,1,0
3729,Elias Vanderstuyft ,3,2727498
3730,James Chen ,3,5843153
3731,Mario J. Rugiero ,1,0
3732,Chandra S Gorentla ,10,1428352
3733,Pascal Speck (Iktek) ,1,0
3734,Anton V. Shokurov ,1,0
3735,Doug Goldstein ,1,0
3736,Junghak Sung ,12,614017
3737,Roger Pau Monné ,2,5
3738,Ma Jun ,4,57
3739,Xiong Zhang ,4,3284896
3740,"Fang, Yang A ",20,1067448
3741,Rohit Ainapure ,3,152
3742,Karsten Merker ,8,2031221
3743,Kouei Abe ,4,782771
3744,Yoshifumi Hosoya ,1,0
3746,Alexander E. Patrakov ,1,0
3747,Roman Kubiak ,4,5250390
3748,Bill Huang ,8,330969
3749,Prem Mallappa ,2,1
3750,Prasanna Karthik ,30,584869
3751,Haren Myneni ,2,5509135
3752,Clement Calmels ,1,0
3753,Hubert Sokolowski ,1,0
3754,David Eccher ,1,0
3755,Böszörményi Zoltán ,1,0
3757,"Singhai, Anjali ",6,172505
3758,qipeng.zha ,4,4887948
3759,Ulrich Ölmann ,1,0
3760,Måns Rullgård ,6,512211
3761,tadeusz.struk@intel.com ,1,0
3762,Tilman Schmidt ,6,2639515
3763,Hans Ulli Kroll ,6,3167071
3764,Guenther Hutzl ,3,9551314
3765,Mian Yousaf Kaukab ,34,601625
3766,Subbaraya Sundeep Bhatta ,3,8768799
3767,The etnaviv authors ,1,0
3768,Dmitry Eremin-Solenikov ,10,2074658
3769,Frediano Ziglio ,14,1285934
3770,Danilo Cesar Lemes de Paula ,6,2256682
3771,Vlad Yasevich ,6,1866299
3772,Olaf Hering ,7,950225
3773,Joe Schultz ,2,196
3774,Alan Ott ,1,0
3775,Liam Girdwood ,10,1917856
3776,Sam Protsenko ,1,0
3777,Zeng Xin ,1,0
3778,Amit Tomar ,1,0
3779,Roy Franz ,1,0
3780,Florian Achleitner ,1,0
3781,Dmitry Fleytman ,1,0
3782,Janusz Wolak ,2,232
3783,Dmitriy Vyukov ,2,7022021
3784,Joern Engel ,2,11665201
3785,Chen Jie ,1,0
3786,Anshul Garg ,5,3668085
3787,Oliver Stäbler ,1,0
3788,Harvijay Saini ,1,0
3789,Kosuke Tatsukawa ,6,1170579
3790,Danny Schweizer ,1,0
3792,Stefan Tatschner ,3,6604519
3793,Tom Hebb ,4,569573
3794,Doug Smythies ,4,6330213
3795,Andrei Emeltchenko ,5,454931
3796,Ken Xue ,4,1379380
3797,Anup Limbu ,1,0
3798,Guoying Zhang ,2,4127705
3799,Yonghui Zhang ,2,10975014
3800,Holger Hoffstätte ,2,1289435
3801,Gabriel Laskar ,21,257786
3802,Wayne Boyer ,6,103477
3803,Markus Mayer ,1,0
3804,Yichen Zhao ,1,0
3805,Jacob Tanenbaum ,4,1091761
3806,Peter Maydell ,1,0
3807,Gabriele Martino ,2,17665661
3809,Harunobu Kurokawa ,1,0
3810,Praveen Diwakar ,1,0
3811,Omair M Abdullah ,5,3129465
3812,Mousami Jana ,1,0
3813,Ashley Towns ,2,55
3814,Chris Dunlop ,1,0
3815,Jungseok Lee ,5,3032249
3816,Kapil Hali ,4,74
3817,Seiichi Ikarashi ,2,8713728
3818,Sudarsana Kalluru ,10,390661
3819,Ariel Elior ,2,14276607
3820,John Blackwood ,1,0
3821,Venkatesh Srinivas ,1,0
3822,Michael Petlan ,4,740813
3823,Ravindra Lokhande ,1,0
3824,Zeng Zhaoxiu ,1,0
3825,lucien ,9,1093742
3826,Yuanfang Chen ,1,0
3827,Igor Mammedov ,7,2277343
3828,Daniel Pieczko ,29,648348
3829,Robert Kmiec ,1,0
3830,Sylvain ETIENNE ,1,0
3831,Sander Vermin ,2,5935840
3832,Dongdong Liu ,1,0
3833,Don Zickus ,35,533954
3834,Leonidas Da Silva Barbosa ,10,2134377
3835,Adam Welle ,1,0
3836,Amit Khatri ,1,0
3837,Michal Sojka ,4,1291806
3839,Janusz.Dziedzic@tieto.com ,7,3743881
3840,Hiroshi Shimamoto ,5,904353
3841,"Wei, Gang ",1,0
3842,zhuo-hao ,1,0
3843,yzhu1 ,1,0
3844,Jérôme Pouiller ,1,0
3845,Yi Liu ,1,0
3846,Nikita Kiryanov ,15,50349
3847,Liviu Dudau (ARM) ,3,1
3849,Anil Gurumurthy ,6,1505893
3850,monk.liu ,24,682546
3851,Patrick Brünn ,1,0
3852,Helin Zhang ,12,312655
3853,Dominik Behr ,1,0
3854,Hans Yang ,1,0
3855,Adrien Vergé ,2,14329
3856,Guillaume Delbergue ,1,0
3857,Stephan Günther ,3,870793
3858,Derek Basehore ,1,0
3859,"Dreyfuss, Haim ",2,12675595
3860,Golan Ben Ami ,1,0
3861,Dmitry Katsubo ,1,0
3862,Arianna Avanzini ,4,5102041
3863,Dmitry V. Krivenok ,3,3223
3864,Marc-André Lureau ,2,10920517
3865,Linda Knippers ,5,2717976
3866,Nicola Corna ,5,2115842
3867,Christian Fetzer ,3,153
3869,Namrta Salonie ,2,923611
3870,Hongzhou Yang ,11,1810311
3871,Jan Engelhardt ,1,0
3872,Jochen Schweflinghaus ,1,0
3873,Xu Cang ,1,0
3874,Ekaterina Tumanova ,2,66
3875,Suzuki K. Poulose ,46,347793
3876,Moshe Harel ,5,1127851
3877,sudip ,2,5699070
3878,Zhaolei ,15,666311
3879,Patrick McHardy ,1,0
3880,Philip Whineray ,1,0
3882,Alan Tull ,13,1261231
3883,Nishanth Aravamudan ,8,1887052
3884,David Turner ,1,0
3885,Robert Fekete ,2,1899393
3886,Jim Davis ,4,4661024
3887,Werner Johansson ,6,861570
3888,Sachin Pandhare ,3,1867943
3889,Stefan Monnier ,2,3
3890,Michal Morawiec ,1,0
3891,Nina Schiff ,1,0
3892,Ian Morris ,17,528149
3893,Andrzej Kaczmarek ,1,0
3894,Jonas Jonsson ,2,114
3895,Takao Indoh ,3,4448252
3896,Mirza Krak ,3,7476771
3897,Andrew Chew ,1,0
3898,Ioana Ciornei ,40,111364
3900,Jason J. Herne ,2,5649386
3901,Conchúr Navid ,3,18
3902,Danny Huang ,1,0
3903,Michael van Slingerland ,1,0
3904,Jon Ringle ,7,665226
3905,Fan Chen ,1,0
3906,lixiubo ,2,2
3907,Jimmy Berry ,1,0
3908,Niranjana Vishwanathapura ,2,2047709
3909,Arno Bauernöppel ,1,0
3910,Walter Cheuk ,1,0
3911,Nate Weibley ,1,0
3912,Alberto Mardegan ,1,0
3913,Helmut Klein ,1,0
3914,Andrew Cooper ,1,0
3915,Mikhail Ulyanov ,7,1647299
3916,Daniel Walter ,1,0
3917,Ben Pope ,1,0
3918,Bastian Stender ,1,0
3919,Rajmohan Mani ,2,10267505
3920,Mythri P K ,2,2327667
3922,Martin Zhang ,1,0
3923,Damien Lespiau ,69,282323
3924,Ben McCauley ,1,0
3925,Prashant Laddha ,15,1236052
3926,Tommi Franttila ,1,0
3927,Junsu Shin ,5,2043453
3928,Alec Leamas ,1,0
3929,Graham Whaley ,3,5724130
3930,Lawrence Yu ,2,4407514
3931,Adam Sampson ,6,3526798
3932,Dragos Tatulea ,1,0
3933,Ben Cartwright-Cox ,1,0
3934,Jiada Wang ,5,4188935
3935,Drew Richardson ,6,3246600
3936,Charles_Rose@Dell.com ,1,0
3937,Maxim Sheviakov ,2,4646527
3938,Guillaume Gomez ,3,1547012
3939,David Gstir ,2,1
3940,Aleksander Morgado ,1,0
3941,Jean-Yves Faye ,1,0
3942,Anatol Pomozov ,9,1986311
3943,Hardik T Shah ,4,2904842
3944,Clemens Ladisch ,3,10
3945,sujayraaj ,1,0
3946,Ignacio Hernandez ,2,1711176
3947,Jareer Abdel-Qader ,2,1712605
3948,Abdul Hussain ,15,963748
3950,Sunny Kumar ,2,10041463
3952,Amarjargal Gundjalam ,15,122996
3953,Burcin Akalin ,21,95321
3954,Jason Liu ,2,447571
3955,Chris Lesiak ,3,7168874
3956,Giuseppe Barba ,6,1969453
3957,Dominique Martinet ,4,4511693
3958,Ryan Hsu ,1,0
3959,Bartosz Markowski ,10,2404502
3960,Kapileshwar Singh ,5,4138493
3961,Animesh Manna ,13,1269030
