author,times,average
Karl Heiss ,3,4526760
Enrico Scholz ,1,0
Rafael Lourenço de Lima Chehab ,2,18571144
willy tarreau ,1,0
Anton Ivanov ,4,1870699
DengChao ,5,565192
Roosen Henri ,1,0
"Boyer, Wayne ",1,0
Ryan C. Underwood ,1,0
Anil Veliyankara Madam ,1,0
Carlos Falgueras García ,1,0
Vasu Dev ,4,6481484
Ilya Ledvich ,10,369907
Dilip Kumar Uppugandla ,2,11571952
Alexei Potashnik ,10,1603453
Qiu Peiyang ,2,261214
Yuan Sun ,8,1295356
Alex Smith ,21,1087980
wanghaibin ,1,0
Marcus Weseloh ,3,2215839
Timo Sigurdsson ,9,2009012
Sam Tygier ,1,0
Alexandru Moise ,13,560707
Fengwei Yin ,2,2
Pawel Kulakowski ,1,0
Manoj Kumar ,9,742508
Christophe Vu-Brugier ,4,6355164
Jamie Pocas ,1,0
Christoph Biedl ,2,3646077
Wilfried Weissmann ,1,0
Chin-Ran Lo ,3,81339
Vince Weaver ,1,0
Roman Gushchin ,4,1930490
Sanyog Kale ,1,0
Grant Likely ,3,5743521
Jorge Fernandez Monteagudo ,1,0
Adrien Schildknecht ,6,2506155
Jack Yu ,1,0
Zhigang Lu ,2,0
Pierre-Loup A. Griffais ,4,5642696
Jens Wiklander ,4,96
Ouyang Zhaowei (Charles) ,1,0
Edward Cragg ,1,0
Ingi Kim ,8,2758893
Markus Hofstaetter ,1,0
Masatake YAMATO ,2,15381368
Brad Campbell ,1,0
Aurélien Francillon ,1,0
Christophe Le Roy ,1,0
Sifan Naeem ,17,1048896
Pi-Cheng Chen ,8,1510966
Leilk Liu ,27,532327
Bhupesh Sharma ,14,457273
Shahar Patury ,1,0
Gabriel de Perthuis ,3,3349910
Zheng Liu ,4,5035697
Daniel J Blueman ,6,1709202
Avinash Patil ,25,846315
Zhaoyang Liu ,18,1194679
Gary Wang ,5,2673398
William Dauchy ,1,0
Ani Sinha ,2,4937526
Shikha Singh ,4,2
chengang@emindsoft.com.cn ,1,0
Kailang ,1,0
Amy Wiles ,2,6349625
Guo Zeng ,13,1597929
"Mingarelli, Thomas ",1,0
Oliver Freyermuth ,1,0
David Christensen ,1,0
Denis Turischev ,1,0
Wim de With ,2,18143226
Pravin B Shelar ,27,456296
Nikesh Oswal ,3,5491260
Vijay Kumar ,1,0
Rob Gardner ,6,2398211
Hongtao Jia ,5,1467669
Tomáš Pilař ,1,0
Chuyu Hu ,1,0
Abel Vesa ,1,0
Nelson Escobar ,7,0
Leilei Zhao ,2,19921968
Wengang Wang ,6,3518652
li pengbo ,1,0
Daniel Walker ,1,0
Harninder Rai ,2,1
Vijay Pandurangan ,1,0
Mingkai Hu ,2,2
Yunzhi Li ,4,6884740
Gregory Herrero ,49,426415
Andrew Honig ,1,0
Syam Sidhardhan ,3,0
Sean Cross ,2,1
Shengjiu Wang ,12,1319713
Andrzej Zaborowski ,5,754841
Afzal Mohammed ,2,151063
Wenkai Du ,1,0
yangbo lu ,7,818120
Punit Vara ,17,496995
Moritz König ,3,0
Jitendra Kumar Khasdev ,2,518
Ranjith Thangavel ,4,1
Erik E. Kahn ,1,0
Yash Shah ,3,6042786
Andrea Lowe ,1,0
Joel Rosenzweig ,1,0
Qiang Yu ,1,0
Jammy Zhou ,46,385652
David Woods ,1,0
Dirk B ,2,0
Luka Karinja ,1,0
Julius Werner ,1,0
Darren Hart ,9,2241789
Yang Yingliang ,3,3416661
Sebastien Guiriec ,1,0
Elias Vanderstuyft ,3,2727498
James Chen ,3,5843153
Mario J. Rugiero ,1,0
Chandra S Gorentla ,10,1428352
Pascal Speck (Iktek) ,1,0
Anton V. Shokurov ,1,0
Doug Goldstein ,1,0
Junghak Sung ,12,614017
Roger Pau Monné ,2,5
Ma Jun ,4,57
Xiong Zhang ,4,3284896
"Fang, Yang A ",20,1067448
Rohit Ainapure ,3,152
Karsten Merker ,8,2031221
Kouei Abe ,4,782771
Yoshifumi Hosoya ,1,0
Gaku Inami ,2,0
Alexander E. Patrakov ,1,0
Roman Kubiak ,4,5250390
Bill Huang ,8,330969
Prem Mallappa ,2,1
Prasanna Karthik ,30,584869
Haren Myneni ,2,5509135
Clement Calmels ,1,0
Hubert Sokolowski ,1,0
David Eccher ,1,0
Böszörményi Zoltán ,1,0
Ruslan Bilovol ,4,0
"Singhai, Anjali ",6,172505
qipeng.zha ,4,4887948
Ulrich Ölmann ,1,0
Måns Rullgård ,6,512211
tadeusz.struk@intel.com ,1,0
Tilman Schmidt ,6,2639515
Hans Ulli Kroll ,6,3167071
Guenther Hutzl ,3,9551314
Mian Yousaf Kaukab ,34,601625
Subbaraya Sundeep Bhatta ,3,8768799
The etnaviv authors ,1,0
Dmitry Eremin-Solenikov ,10,2074658
Frediano Ziglio ,14,1285934
Danilo Cesar Lemes de Paula ,6,2256682
Vlad Yasevich ,6,1866299
Olaf Hering ,7,950225
Joe Schultz ,2,196
Alan Ott ,1,0
Liam Girdwood ,10,1917856
Sam Protsenko ,1,0
Zeng Xin ,1,0
Amit Tomar ,1,0
Roy Franz ,1,0
Florian Achleitner ,1,0
Dmitry Fleytman ,1,0
Janusz Wolak ,2,232
Dmitriy Vyukov ,2,7022021
Joern Engel ,2,11665201
Chen Jie ,1,0
Anshul Garg ,5,3668085
Oliver Stäbler ,1,0
Harvijay Saini ,1,0
Kosuke Tatsukawa ,6,1170579
Danny Schweizer ,1,0
Jason S. McMullan ,3,0
Stefan Tatschner ,3,6604519
Tom Hebb ,4,569573
Doug Smythies ,4,6330213
Andrei Emeltchenko ,5,454931
Ken Xue ,4,1379380
Anup Limbu ,1,0
Guoying Zhang ,2,4127705
Yonghui Zhang ,2,10975014
Holger Hoffstätte ,2,1289435
Gabriel Laskar ,21,257786
Wayne Boyer ,6,103477
Markus Mayer ,1,0
Yichen Zhao ,1,0
Jacob Tanenbaum ,4,1091761
Peter Maydell ,1,0
Gabriele Martino ,2,17665661
Dmitry Krivenok ,2,0
Harunobu Kurokawa ,1,0
Praveen Diwakar ,1,0
Omair M Abdullah ,5,3129465
Mousami Jana ,1,0
Ashley Towns ,2,55
Chris Dunlop ,1,0
Jungseok Lee ,5,3032249
Kapil Hali ,4,74
Seiichi Ikarashi ,2,8713728
Sudarsana Kalluru ,10,390661
Ariel Elior ,2,14276607
John Blackwood ,1,0
Venkatesh Srinivas ,1,0
Michael Petlan ,4,740813
Ravindra Lokhande ,1,0
Zeng Zhaoxiu ,1,0
lucien ,9,1093742
Yuanfang Chen ,1,0
Igor Mammedov ,7,2277343
Daniel Pieczko ,29,648348
Robert Kmiec ,1,0
Sylvain ETIENNE ,1,0
Sander Vermin ,2,5935840
Dongdong Liu ,1,0
Don Zickus ,35,533954
Leonidas Da Silva Barbosa ,10,2134377
Adam Welle ,1,0
Amit Khatri ,1,0
Michal Sojka ,4,1291806
Vidyullatha Kanchanapally ,2,0
Janusz.Dziedzic@tieto.com ,7,3743881
Hiroshi Shimamoto ,5,904353
"Wei, Gang ",1,0
zhuo-hao ,1,0
yzhu1 ,1,0
Jérôme Pouiller ,1,0
Yi Liu ,1,0
Nikita Kiryanov ,15,50349
Liviu Dudau (ARM) ,3,1
Alex Goins ,2,0
Anil Gurumurthy ,6,1505893
monk.liu ,24,682546
Patrick Brünn ,1,0
Helin Zhang ,12,312655
Dominik Behr ,1,0
Hans Yang ,1,0
Adrien Vergé ,2,14329
Guillaume Delbergue ,1,0
Stephan Günther ,3,870793
Derek Basehore ,1,0
"Dreyfuss, Haim ",2,12675595
Golan Ben Ami ,1,0
Dmitry Katsubo ,1,0
Arianna Avanzini ,4,5102041
Dmitry V. Krivenok ,3,3223
Marc-André Lureau ,2,10920517
Linda Knippers ,5,2717976
Nicola Corna ,5,2115842
Christian Fetzer ,3,153
Eugene (jno) Dvurechenski ,8,0
Namrta Salonie ,2,923611
Hongzhou Yang ,11,1810311
Jan Engelhardt ,1,0
Jochen Schweflinghaus ,1,0
Xu Cang ,1,0
Ekaterina Tumanova ,2,66
Suzuki K. Poulose ,46,347793
Moshe Harel ,5,1127851
sudip ,2,5699070
Zhaolei ,15,666311
Patrick McHardy ,1,0
Philip Whineray ,1,0
Egor Uleyskiy ,6,0
Alan Tull ,13,1261231
Nishanth Aravamudan ,8,1887052
David Turner ,1,0
Robert Fekete ,2,1899393
Jim Davis ,4,4661024
Werner Johansson ,6,861570
Sachin Pandhare ,3,1867943
Stefan Monnier ,2,3
Michal Morawiec ,1,0
Nina Schiff ,1,0
Ian Morris ,17,528149
Andrzej Kaczmarek ,1,0
Jonas Jonsson ,2,114
Takao Indoh ,3,4448252
Mirza Krak ,3,7476771
Andrew Chew ,1,0
Ioana Ciornei ,40,111364
leilk.liu@mediatek.com ,3,0
Jason J. Herne ,2,5649386
Conchúr Navid ,3,18
Danny Huang ,1,0
Michael van Slingerland ,1,0
Jon Ringle ,7,665226
Fan Chen ,1,0
lixiubo ,2,2
Jimmy Berry ,1,0
Niranjana Vishwanathapura ,2,2047709
Arno Bauernöppel ,1,0
Walter Cheuk ,1,0
Nate Weibley ,1,0
Alberto Mardegan ,1,0
Helmut Klein ,1,0
Andrew Cooper ,1,0
Mikhail Ulyanov ,7,1647299
Daniel Walter ,1,0
Ben Pope ,1,0
Bastian Stender ,1,0
Rajmohan Mani ,2,10267505
Mythri P K ,2,2327667
Matt Gingell ,4,0
Martin Zhang ,1,0
Damien Lespiau ,69,282323
Ben McCauley ,1,0
Prashant Laddha ,15,1236052
Tommi Franttila ,1,0
Junsu Shin ,5,2043453
Alec Leamas ,1,0
Graham Whaley ,3,5724130
Lawrence Yu ,2,4407514
Adam Sampson ,6,3526798
Dragos Tatulea ,1,0
Ben Cartwright-Cox ,1,0
Jiada Wang ,5,4188935
Drew Richardson ,6,3246600
Charles_Rose@Dell.com ,1,0
Maxim Sheviakov ,2,4646527
Guillaume Gomez ,3,1547012
David Gstir ,2,1
Aleksander Morgado ,1,0
Jean-Yves Faye ,1,0
Anatol Pomozov ,9,1986311
Hardik T Shah ,4,2904842
Clemens Ladisch ,3,10
sujayraaj ,1,0
Ignacio Hernandez ,2,1711176
Jareer Abdel-Qader ,2,1712605
Abdul Hussain ,15,963748
Rémy Oudompheng ,2,0
Sunny Kumar ,2,10041463
Arthur Kepner ,2,0
Amarjargal Gundjalam ,15,122996
Burcin Akalin ,21,95321
Jason Liu ,2,447571
Chris Lesiak ,3,7168874
Giuseppe Barba ,6,1969453
Dominique Martinet ,4,4511693
Ryan Hsu ,1,0
Bartosz Markowski ,10,2404502
Kapileshwar Singh ,5,4138493
Animesh Manna ,13,1269030
Amanieu d'Antras ,4,2804322
Eddie Kovsky ,3,2673800
Sathyavathi M ,1,0
Gregory Fong ,13,1316678
Tzvetelin Katchov ,1,0
Egbert Eich ,4,1396220
Raphael Poggi ,1,0
Vito Caputo ,1,0
Jonathan Richardson ,2,7335995
Eric Northup ,1,0
Ravishankar N ,1,0
Benjamin Rood ,9,73862
Jack Wang ,4,2160630
John Soni Jose ,9,1818034
Chun Chen ,1,0
Mathieu Desnoyers ,8,1772782
Eric B Munson ,7,2507178
Luca Porzio ,1,0
Anthony Lineham ,1,0
Adam Majer ,1,0
Ivan Grimaldi ,2,9
Krzysztof Mazur ,1,0
Anish Bhatt ,23,539657
Ben Segall ,2,13175578
Hitoshi Mitake ,4,0
Cody P Schafer ,1,0
Martin Kletzander ,2,2912441
Hui Zhu ,3,0
Sergey SENOZHATSKY ,4,1947842
Aaron Tomlin ,1,0
"Suthikulpanit, Suravee ",17,780257
Wang Long ,18,936463
Ulrich Obergfell ,14,413077
alex chen ,2,11587509
Deepak S ,10,2102277
Shobhit Kumar ,11,1581380
Vivek Kasireddy ,1,0
Kuba Pawlak ,7,984001
Markus Brunner ,1,0
Vincent Cuissard ,27,485482
Vivek Natarajan ,5,1798432
Manikanta Pubbisetty ,7,1488796
Scott Matheina ,1,0
Jassi Brar ,1,0
JongHo Kim ,1,0
Stefan Sørensen ,5,0
libin ,1,0
chandan ,5,3155123
Chaitanya T K ,2,9421347
Fida Mohammad ,2,8
Jiri Prchal ,2,10265101
Pierre Moreau ,1,0
Samuel Pitoiset ,33,266861
sumit.saxena@avagotech.com ,22,20512
Neil Brown ,4,4015301
"Zhu, Caifeng ",1,0
Robert Sesek ,1,0
Zhou Wang ,9,1931967
Boris Barbulovski ,38,45121
Thiago Macieira ,2,1669364
Zhenzhong Duan ,1,0
Sriram Raghunathan ,2,2934388
Jon Medhurst \(Tixy\) ,1,0
Laurent Meunier ,1,0
Aniroop Mathur ,1,0
Maneet Singh ,1,0
Nadav Haklai ,6,1678520
Ronny Hegewald ,1,0
Ørjan Eide ,1,0
Borun Fu ,1,0
Micky Ching ,1,0
Grigoryev Denis ,2,2187678
Philippe De Muyter ,1,0
Sanjeev Sharma ,1,0
Scott Feldman ,74,201829
Sean O. Stalley ,6,881282
Ben Shelton ,1,0
Kurt Kanzenbach ,8,0
Sirnam Swetha ,4,0
David Cohen ,1,0
Émeric MASCHINO ,1,0
Maharaja ,1,0
yfw ,1,0
John Linville ,6,1783648
Guy Shapiro ,4,1695289
Abhimanyu ,1,0
Stephen Chandler Paul ,3,4464738
Tiejun Chen ,7,1909470
Dirk Steinmetz ,1,0
Thomas Daniel ,1,0
Caz Yokoyama ,1,0
Vinayak Kale ,2,5940
Munehisa Kamata ,1,0
emmanuel.grumbach@intel.com ,1,0
Gabríel Arthúr Pétursson ,1,0
Dāvis Mosāns ,1,0
Ketan Mukadam ,2,42
Shirish Pargaonkar ,1,0
Ian Mitchell ,1,0
Bodo Stroesser ,1,0
Firo Yang ,12,1360305
Werner Pawlitschko ,1,0
Daniel Granat ,1,0
Antoine Ténart ,8,848351
Alexandru M Stan ,10,1277878
Weijun Yang ,5,3182298
Yousong Zhou ,4,1532159
Michael Grzeschik ,13,905482
Tomasz Stanislawski ,1,0
Jonas Hesselmann ,1,0
Samuel Ortiz ,7,1999245
Dustin Byford ,2,198
Cristina Opriceana ,24,420451
Teodora Baluta ,7,1612156
Assaf Krauss ,4,2353496
Alexander Bondar ,3,3530260
Dennis Menschel ,6,196481
Anton Tatuev ,1,0
Mateusz Kulikowski ,430,34195
Navya Sri Nizamkari ,6,115
Nilesh Kokane ,3,0
Frederic Saunier ,1,0
Joshua Walgenbach ,1,0
Sanne Wouda ,1,0
Anand Moon ,11,1233644
Vincent Donnefort ,4,1616970
Andrew Shewmaker ,1,0
Rohit Vaswani ,1,0
Tan Xiaojun ,3,765228
Stephane Viau ,14,884625
Hai Li ,24,500005
Andrew Y. Kuksov ,1,0
David Mosberger-Tang ,1,0
Karsten Keil ,2,0
Himangi Saraogi ,5,3132345
Hezi Shahmoon ,1,0
Renato Westphal ,1,0
"Arad, Ronen ",3,388045
Adam Richter ,2,221301
Sangwoo ,1,0
Naga Irrinki ,1,0
Dave Goodell \(dgoodell\) ,1,0
Shan Hai ,1,0
Samuel Li ,10,17
Joe Jin ,1,0
Gao feng ,1,0
Philipp Kirchhofer ,2,3
Stefan Achatz ,1,0
Derek Foreman ,2,1
Nikunj A Dadhania ,2,5515025
Santtu Rekilä ,1,0
Salva Peiró ,3,3373524
Barry Song ,8,1046545
Patrick Doyle ,1,0
Hans-Werner Hilse ,4,3341026
Zbigniew Jasinski ,1,0
Sylvain Rochet ,3,1202854
Michael Opdenacker ,4,169731
Adrian Alonso ,6,288818
Ricard Wanderlof ,13,470428
Chuck Ebbert ,1,0
lisheng ,1,0
Chenny Xu ,1,0
Chia-Sheng Chang ,1,0
Arun Parameswaran ,6,183485
Hon Ching \(Vicky\) Lo ,7,1786625
Dmitry Kalinkin ,32,417336
Andy Leiserson ,1,0
Frederic Danis ,27,517061
Lukas Czerner ,8,1622899
"Lu, Baolu ",1,0
Sakshi Bansal ,1,0
Ronit Halder ,5,2055084
poonam aggrwal ,2,1
Roman Alyautdin ,1,0
Thomas Hebb ,4,2678613
Jingjing Wu ,2,869
Andrej Ota ,1,0
Jakub Pawlowski ,10,812892
Romain Bezut ,1,0
Sam bobroff ,5,2550923
Tudor Laurentiu ,5,1162545
Karen Xie ,5,3076112
Ben Gardner ,1,0
Il Han ,1,0
"Kővágó, Zoltán ",1,0
Jeff Johnson ,1,0
Frans Klaver ,62,185368
Christian Zander ,1,0
Robin Ruede ,1,0
Lars Svensson ,5,1489354
Gerhard Bertelsmann ,6,447701
Kalesh AP ,8,1933248
Gerlando Falauto ,2,1
Dmitry Shmidt ,1,0
"Williams, Dan J ",1,0
Parshuram Thombare ,1,0
Stanislav Kholmanskikh ,5,2681291
Paul McQuade ,1,0
Binbin Zhou ,2,13637380
Edward Jee ,2,1
Aurelien Chanot ,1,0
Ryan Van Quinlan ,1,0
Robert Nelson ,1,0
Manjeet Pawar ,1,0
Arnaud Ebalard ,7,1657296
Bill O'Donnell ,7,7856
Jan Tulak ,2,63
Zhaohongjiang ,1,0
Pranith Kumar ,4,3947643
Benoit Lemarchand ,1,0
Siarhei Siamashka ,4,177803
Keith A. Milner ,1,0
Hartmut Knaack ,92,126219
Ludovic Tancerel ,6,117639
Dario Scarpa ,1,0
Erik Lundgren ,1,0
Lukasz Pawelczyk ,2,12724603
Jay Sternberg ,1,0
Wei Xu ,1,0
Sarbojit Ganguly ,1,0
Ido Shamay ,6,2269538
David Ward ,11,1291800
Peter E. Berger ,10,672175
Vladimir Shulman ,2,5536519
Matt Jared ,1,0
Emilio Lopez ,1,0
Paul M Stillwell Jr ,1,0
Christian Melki ,1,0
Yuvaraja Mariappan ,1,0
Feng Kan ,9,1594114
Andrey Gelman ,1,0
Patrick Marlier ,1,0
Jeff Squyres ,1,0
xiaofeng.yan ,1,0
Tyler Baker ,7,2337742
Samuel Mendoza-Jonas ,3,2035157
Sonika Jindal ,18,925149
Peter Nørlund ,3,37464
Yoichi Yuasa ,1,0
Ritesh Raj Sarraf ,1,0
Flavio Leitner ,1,0
David B. Robins ,1,0
Levente Kurusa ,1,0
Oliver Schmitt ,1,0
covici@ccs.covici.com ,1,0
Julian Andres Klode ,1,0
Abhimanyu Kapur ,1,0
Aleksandar Mitev ,1,0
Taichi Kageyama ,1,0
Philip P. Moltmann ,5,0
Xavier Deguillard ,4,1718036
Rickard Strandqvist ,3,10835173
Manuel Schölling ,1,0
Siva Yerramreddy ,1,0
Ulf Magnusson ,6,355769
Alexander Inyukhin ,1,0
Yao-Wen Mao ,3,2898995
Kris Borer ,10,705577
Rocco Folino ,1,0
Maciek Borzecki ,3,33258
shengyong ,12,969046
Andrew Murray ,2,363777
Roald Frederickx ,1,0
Erik Andresen ,1,0
Graham Eccleston ,1,0
Adam YH Lee ,6,1401457
John Flatness ,1,0
Roman Bacik ,1,0
Matt Bennett ,3,336336
yitian ,1,0
Sunil Kamath ,1,0
Robin Gong ,2,6861694
Diego Elio Pettenò ,1,0
Yitian Bu ,1,0
mike dupuis ,15,119431
Bryan Paul ,1,0
Arjun Krishna Babu ,2,6852473
Victorien Vedrine ,1,0
Steve Rutherford ,4,1
Dirk Müller ,2,1691
Rick Mann ,1,0
Joe.C ,1,0
Fabiano Fidêncio ,1,0
Gianluca Renzi ,2,95861
Łukasz Daniluk ,1,0
Robert Beckett ,3,7294169
Robb Manes ,1,0
S Twiss ,10,1262307
Tom Englund ,1,0
Rolf Eike Beer ,2,46
Rudhresh Kumar J ,1,0
Michael Rossberg ,1,0
Aniket Nagarnaik ,8,860830
Jan Kaisrlik ,1,0
Hiroaki KAWAI ,1,0
Yadwinder Singh Brar ,2,12402544
Alexander Couzens ,3,281797
Bendik Rønning Opstad ,1,0
Stefan Koch ,15,278478
Jayavant Kenjalkar ,1,0
Anton Gerasimov ,13,771661
fangwei ,1,0
duson ,2,7192223
Ian Wilson ,1,0
Eric Benard ,1,0
Nikhil Badola ,10,1146020
Yassin Jaffer ,1,0
Ralph Benadski ,1,0
Darek Zielski ,1,0
Zahari Doychev ,2,3885602
Andrew Milkovich ,1,0
Georgios Toptsidis ,1,0
huang lin ,1,0
Wilson Kok ,2,10533120
Alex Henrie ,1,0
Jason Jin ,2,3233604
WingMan Kwok ,10,562526
Siva Mannem ,1,0
Anatoli Antonovitch ,1,0
Roger Pau Monne ,1,0
Richard Purdie ,1,0
Daniel Martin ,2,313847
Donavan Lance ,1,0
Kristen Carlson Accardi ,4,1970519
Francois Romieu ,1,0
Peter Seiderer ,4,3846647
Sergey Dyasly ,1,0
Tomer Barletz ,4,1437074
Thomas Elste ,2,9989187
Amber N. Adams ,1,0
Ting-Chih Hsiao ,2,4053666
Duson Lin ,5,2261104
Daniel Drake ,5,2568143
John Griffin ,1,0
Knuth Posern ,1,0
Patrice Vilchez ,1,0
Bo Shen ,2,3622459
Holger Busse ,1,0
Henrik Austad ,2,699404
Cyril Hrubis ,1,0
Kyle Evans ,1,0
Mitchel Humpherys ,2,11449685
Ariel Nahum ,2,1527159
Mark Hounschell ,1,0
Simon Fels ,1,0
Marcos Canán ,1,0
Juston Li ,22,449150
Alex Gartrell ,18,329324
Lukasz Majewski ,2,0
Marek Majtyka ,1,0
Nicolas Joseph ,1,0
Mike Dupuis ,4,0
Lucas Georges ,1,0
Sakshi Vaid ,2,216207
Ann Koehler ,1,0
Hiroya Nozaki ,1,0
Zhang Zhen ,6,1918594
Carl Frederik Werner ,1,0
Samuel Dominguez Lorenzo ,1,0
Jonathan (Zhixiong) Zhang ,5,800136
Liu.Zhao ,1,0
George Beshers ,2,7429190
Junesung Lee ,2,1885285
Ravi Teja Darbha ,8,739802
Anders Fridlund ,3,2632634
Matthew Needes ,3,4536526
"Kim, Leo ",5,975994
Johnny Kim ,13,800639
Michał Bartoszkiewicz ,1,0
Trung Thanh Le ,1,0
Peng Sun ,3,0
Maxime Lorrillere ,2,7505611
Xiaolong Ye ,1,0
Jonathon Jongsma ,1,0
Michael Niewoehner ,1,0
Hin-Tak Leung ,2,0
Jan Harkes ,1,0
Wei Liu ,3,4249866
Gaurav K Singh ,3,2994740
Francesco Lavra ,1,0
Greta Zhang ,2,6
Kolmakov Dmitriy ,1,0
Wang Kai ,1,0
Vishnu Pratap Singh ,2,6474886
Eugene Shatokhin ,2,1186410
Jianpeng Ma ,3,0
Brad Hubbard ,1,0
Benoît Canet ,3,3248506
Denis V. Lunev ,3,1477843
Fam Zheng ,1,0
Chee Nouk Phoon ,2,10
Bernd Weiberg ,2,7
Johan Rastén ,2,7599592
Nagarajkumar Narayanan ,1,0
Richard Laing ,1,0
Mitja Spes ,1,0
Suneel Garapati ,8,1081731
Bibek Basu ,1,0
Niranjan Sivakumar ,1,0
Adrian Huang ,2,0
Henri Roosen ,1,0
Andrea Scian ,2,0
minkyung88.kim ,1,0
Pavel Emelyanov ,1,0
yangwenfang ,1,0
Yiwen Jiang ,2,0
WeiWei Wang ,2,6217502
Sanidhya Kashyap ,2,4936750
Alexander Spyridakis ,1,0
Maciej Zuk ,1,0
Fernando D S Lima ,1,0
Harald Brinkmann ,1,0
Shailendra Verma ,31,305073
Neelesh Gupta ,1,0
Janne Huttunen ,12,0
Subhendu Sekhar Behera ,1,0
Vishal Bhoj ,1,0
Alexis Ballier ,2,1740367
Jeffery Miller ,1,0
Zhiyuan Lv ,4,80
"Tan, Jui Nee ",1,0
Vatika Harlalka ,1,0
Tom Barbette ,1,0
Naresh Kamboju ,3,206712
Marius Tomaschewski ,2,22041
Philip Downey ,2,255710
Jialing Fu ,1,0
Matt Turner ,1,0
Adir Lev ,1,0
Jenny Falkovich ,1,0
David Dueck ,2,5108823
Yotam Kenneth ,1,0
Spencer Baugh ,1,0
Shradha Shah ,24,417070
Chas Williams ,2,423187
Minjune Kim ,1,0
Aaron Skomra ,3,5505499
Michael Powell ,1,0
Tony Jones ,1,0
Mark Drayton ,1,0
Srinidhi Kasagar ,3,1897514
Adam Lee ,2,1928604
Robin van der Gracht ,1,0
Keith Mange ,7,1257632
Arun Easi ,1,0
Hiral Patel ,1,0
Saurav Kashyap ,2,2863517
jiang.biao2@zte.com.cn ,1,0
Viswas G ,8,108
shane.seymour ,1,0
Scott Benesh ,1,0
Joe Handzik ,4,2511553
Zdenko Pulitika ,3,6
Andreas Herz ,1,0
Stefan Brüns ,1,0
Guillermo A. Amaral ,1,0
Alok Pandey ,1,0
Maoguang Meng ,1,0
huaibin Wang ,1,0
Mukesh Kacker ,1,0
David Teigland ,1,0
Aleksa Sarai ,8,1220070
Jan H. Schönherr ,2,9596988
"Xiao, Nan ",1,0
Yibo Cai ,2,0
Shenwei Wang ,4,2377200
Loganaden Velvindron ,1,0
Nan Xiao ,1,0
Mario Carrillo ,1,0
Markus Osterhoff ,1,0
"Thulasimani,Sivakumar ",7,603552
Michael van der Westhuizen ,4,2198160
Kyle Huey ,1,0
Raducu Deaconu ,1,0
Benjamin Cama ,2,1291299
Dean Nelson ,1,0
Yalin Wang ,1,0
Vincent Pelletier ,1,0
Christopher Oo ,2,1283696
Richard Yao ,1,0
Marcin Chojnacki ,1,0
Jianwei Wang ,3,104
Mario Smarduch ,2,159
Bernhard Thaler ,11,914407
Michael Jones ,1,0
Christian Kujau ,1,0
Rick Sherman ,1,0
David Härdeman ,13,709387
Gerhard Sittig ,1,0
Andrew Schwartzmeyer ,3,269081
Matthijs Kooijman ,1,0
Philipp Hachtmann ,5,324389
Yanchang Li ,1,0
Hiral Shah ,1,0
Emil Medve ,1,0
Jaiprakash Singh ,2,852102
Priyanka Jain ,1,0
Igor Plyatov ,1,0
David Zhang ,11,590302
Karsten Blees ,1,0
Rob Taylor ,2,18
William Towle ,4,1186820
jilai wang ,9,856197
Wentao Xu ,6,295067
Peter Poklop ,1,0
Swee Hua Law ,5,13
Jacob Kiefer ,2,2672749
Adrian Remonda ,5,1641631
Tomas Melin ,1,0
jianwei wang ,1,0
Antti Koskipaa ,1,0
Su Kang Yin ,1,0
Bertold Van den Bergh ,5,83228
Matthias May ,1,0
Ben YoungTae Kim ,1,0
David Drysdale ,1,0
Tim Bird ,4,435574
Dongsu Park ,1,0
Paul Walmsley ,2,2442904
Cheolhyun Park ,2,8993690
"Chen, Gong ",4,0
Rick Jones ,3,939898
Wei-Chun Chao ,2,1453674
Ron Angeles ,1,0
Venkat Venkatsubra ,1,0
linux ,1,0
Suresh Thiagarajan ,1,0
Neha Bhende ,1,0
Boyuan Zhang ,1,0
Andrea Parri ,4,1489575
Bruno Prémont ,1,0
pradheep ,1,0
Kozlov Sergey ,5,370
Christian Löpke ,1,0
Ruben Wisniewski ,1,0
Haikun Wang ,6,1886191
Antonio Borneo ,10,488447
Inha Song ,4,2491423
Constantine Shulyupin ,7,586327
Nathan Lynch ,6,1142706
Sebastian Krzyszkowiak ,1,0
Łukasz Stelmach ,1,0
Atzm Watanabe ,1,0
Ben Young Tae Kim ,2,0
Shahed Shaikh ,7,666639
Harish Patil ,1,0
Victoria Milhoan ,15,341674
Steve Cornelius ,1,0
Alban Crequy ,1,0
Yipeng Yao ,1,0
Shouming Wang ,1,0
Leilei Shang ,1,0
George Joseph ,1,0
Daniel Machon ,6,567229
Reyad Attiyat ,3,1745622
Joo Aun Saw ,5,344822
Pengyu Ma ,2,420239
Shengzhou Liu ,8,815333
Miguel Bernabeu Diaz ,8,194597
Navy Cheng ,2,600965
Fabio Falzoi ,13,365338
Johannes Postma ,3,1027616
Wenyu Zhang ,1,0
Scott Shu ,1,0
Benjamin Herr ,2,1207502
Andreas Schultz ,1,0
Mathieu Olivari ,5,1475212
Adheer Chandravanshi ,1,0
Tej Parkash ,2,5632756
Marcus Gelderie ,1,0
Ethan Zhao ,1,0
Allen Xu ,1,0
Anthoine Bourgeois ,9,752800
Partha Pratim Mukherjee ,1,0
Jürg Billeter ,1,0
Saurabh Karajgaonkar ,12,9030
Ankit Gupta ,1,0
Lior Pugatch ,1,0
Ted Chen ,1,0
Jandy Gou ,3,750608
